"Participants","LinguisticStructure","Condition","ConditionEffectSize","StructureEffectScale"
50,0.0029,0.00029,0.1,0.15
50,0.0119,0.00289,0.1,0.15
50,0.00086,4e-05,0.1,0.15
50,0.01693,0.00347,0.1,0.15
50,0.00613,0.05308,0.1,0.15
50,0.01687,0.00147,0.1,0.15
50,1e-05,0.0029,0.1,0.15
50,0.15581,0.03438,0.1,0.15
50,0.0054,0,0.1,0.15
50,0.01589,0.01693,0.1,0.15
50,0.18974,0.00199,0.1,0.15
50,0.0099,0.00015,0.1,0.15
50,0.0209,0.00054,0.1,0.15
50,0.15017,2e-04,0.1,0.15
50,0.09614,0.06694,0.1,0.15
50,0.40013,0.01405,0.1,0.15
50,0.00157,0.00363,0.1,0.15
50,8e-05,0.00346,0.1,0.15
50,0.05145,0.0022,0.1,0.15
50,0.03295,0.00112,0.1,0.15
50,0.09197,0.00017,0.1,0.15
50,0.00838,3e-05,0.1,0.15
50,0.00043,0.00223,0.1,0.15
50,0.13671,1e-04,0.1,0.15
50,0.00242,0.00069,0.1,0.15
50,0.01538,0.00062,0.1,0.15
50,0.00948,1e-05,0.1,0.15
50,0.02461,0,0.1,0.15
50,0.00674,0.00679,0.1,0.15
50,8e-05,0.08749,0.1,0.15
50,0.00164,0.00552,0.1,0.15
50,0.04715,2e-05,0.1,0.15
50,0.0197,0.00069,0.1,0.15
50,0.9007,7e-05,0.1,0.15
50,0.00074,0.02385,0.1,0.15
50,0.13898,0.01109,0.1,0.15
50,0.07637,0.00048,0.1,0.15
50,0.01146,6e-05,0.1,0.15
50,0.08245,8e-05,0.1,0.15
50,5e-05,4e-05,0.1,0.15
50,0.04402,0.0047,0.1,0.15
50,0.01951,0.00722,0.1,0.15
50,0.24814,0.01814,0.1,0.15
50,0.03739,0.00074,0.1,0.15
50,0.19096,0.00062,0.1,0.15
50,0.05843,9e-05,0.1,0.15
50,0.00105,0.01496,0.1,0.15
50,0.00023,0.00315,0.1,0.15
50,0.0019,0.00044,0.1,0.15
50,0.01169,0.03113,0.1,0.15
50,0.24365,0.0035,0.1,0.15
50,0.14185,0.00895,0.1,0.15
50,0.01798,0.00052,0.1,0.15
50,0.00125,0.19494,0.1,0.15
50,0.10339,0.09766,0.1,0.15
50,0.00321,0.00728,0.1,0.15
50,0.00623,0.00795,0.1,0.15
50,0.23555,0,0.1,0.15
50,0.0722,0.00397,0.1,0.15
50,0.28234,0.00061,0.1,0.15
50,0.00048,0.00036,0.1,0.15
50,1e-05,0.02107,0.1,0.15
50,0.00923,0.076,0.1,0.15
50,0.00014,0.10051,0.1,0.15
50,0.01804,8e-05,0.1,0.15
50,0.04498,0.0964,0.1,0.15
50,0.0286,0.00055,0.1,0.15
50,0.00235,0.00322,0.1,0.15
50,0,0.0304,0.1,0.15
50,0.00127,4e-05,0.1,0.15
50,0.00051,0,0.1,0.15
50,0.15747,0.00013,0.1,0.15
50,0.00626,0.01178,0.1,0.15
50,0.09426,0.00081,0.1,0.15
50,0.00646,0.0075,0.1,0.15
50,0.08013,0.00161,0.1,0.15
50,0.03051,1e-05,0.1,0.15
50,0.03918,5e-05,0.1,0.15
50,0.00394,0.00791,0.1,0.15
50,0.16383,0.00046,0.1,0.15
50,0.00096,0.00025,0.1,0.15
50,0.00541,0.01258,0.1,0.15
50,0.0577,7e-05,0.1,0.15
50,0.00193,0.3243,0.1,0.15
50,0.0015,0,0.1,0.15
50,0.08238,0.00025,0.1,0.15
50,0.00059,0.06232,0.1,0.15
50,0.00193,0.02564,0.1,0.15
50,0.03316,3e-05,0.1,0.15
50,0.11143,0.00106,0.1,0.15
50,0.03342,0.00273,0.1,0.15
50,0.00605,0.0012,0.1,0.15
50,0.02118,0.00074,0.1,0.15
50,0.00095,9e-05,0.1,0.15
50,0.00958,0.00101,0.1,0.15
50,0.00128,4e-05,0.1,0.15
50,0.04399,0.00063,0.1,0.15
50,0.00023,0.00181,0.1,0.15
50,0.06382,0.0068,0.1,0.15
50,0.17738,0.00013,0.1,0.15
50,0.02155,6e-05,0.1,0.15
50,0.00402,4e-05,0.1,0.15
50,0.00169,7e-05,0.1,0.15
50,0.00188,0.02515,0.1,0.15
50,0.00778,0.13262,0.1,0.15
50,0.00131,0.00034,0.1,0.15
50,0.00344,0,0.1,0.15
50,0.0027,1e-05,0.1,0.15
50,0.13089,4e-05,0.1,0.15
50,0.00496,0.06538,0.1,0.15
50,0.0125,0.00084,0.1,0.15
50,0.00046,0.00915,0.1,0.15
50,0.03585,0.00193,0.1,0.15
50,0.03587,0.00047,0.1,0.15
50,0.2371,6e-05,0.1,0.15
50,0.00026,0.00011,0.1,0.15
50,0.00956,0.00115,0.1,0.15
50,0.46632,0.00261,0.1,0.15
50,0.18065,0.00026,0.1,0.15
50,0.01567,0.00381,0.1,0.15
50,5e-05,3e-04,0.1,0.15
50,0.15277,0.00021,0.1,0.15
50,0.00071,0.00045,0.1,0.15
50,0.05096,0.00499,0.1,0.15
50,0.75815,0.01034,0.1,0.15
50,0.00083,0.00544,0.1,0.15
50,0.00138,2e-05,0.1,0.15
50,0.0084,0.0017,0.1,0.15
50,0.11914,8e-05,0.1,0.15
50,0.01557,7e-05,0.1,0.15
50,0.00701,0.09699,0.1,0.15
50,0.00014,0.00127,0.1,0.15
50,0.04831,0.00104,0.1,0.15
50,0.15831,0.06775,0.1,0.15
50,0.37607,5e-05,0.1,0.15
50,0.00229,0.00017,0.1,0.15
50,0.03067,5e-05,0.1,0.15
50,0.00034,0.00146,0.1,0.15
50,0.32542,0.00496,0.1,0.15
50,0.04361,0.12574,0.1,0.15
50,0.02423,0.00157,0.1,0.15
50,0.00045,7e-04,0.1,0.15
50,0.13374,0.06169,0.1,0.15
50,0.1024,0.08559,0.1,0.15
50,0.02006,0.00945,0.1,0.15
50,0.01597,2e-05,0.1,0.15
50,0.63959,0.00262,0.1,0.15
50,5e-05,0.01821,0.1,0.15
50,0.06035,3e-05,0.1,0.15
50,0.0757,0.03798,0.1,0.15
50,0.0458,0.00693,0.1,0.15
50,0.19862,2e-05,0.1,0.15
50,0.00088,0.01374,0.1,0.15
50,0.00111,0.00077,0.1,0.15
50,0.02941,0.00411,0.1,0.15
50,0.99927,0.0015,0.1,0.15
50,0.00129,3e-05,0.1,0.15
50,0.04696,0.00014,0.1,0.15
50,0.00419,0,0.1,0.15
50,0.00041,0.02982,0.1,0.15
50,0.04024,0.00123,0.1,0.15
50,0.01617,0.00267,0.1,0.15
50,0.05687,0.00218,0.1,0.15
50,0.05575,1e-05,0.1,0.15
50,0.30237,0.00024,0.1,0.15
50,0.03429,0.00303,0.1,0.15
50,0.02561,6e-05,0.1,0.15
50,0.05762,0.0189,0.1,0.15
50,0.88227,0.00432,0.1,0.15
50,0.0276,0,0.1,0.15
50,0.19376,0.09088,0.1,0.15
50,1e-05,0.00142,0.1,0.15
50,0.05327,0.04043,0.1,0.15
50,0.03712,0.01412,0.1,0.15
50,0.13015,0.00155,0.1,0.15
50,0.00565,1e-05,0.1,0.15
50,0.04498,0.00331,0.1,0.15
50,0.16641,0,0.1,0.15
50,0,0,0.1,0.15
50,0.03322,0.01073,0.1,0.15
50,0.00855,3e-05,0.1,0.15
50,0.41296,0.18536,0.1,0.15
50,0.03019,0.00033,0.1,0.15
50,0.00786,2e-05,0.1,0.15
50,8e-04,0.17589,0.1,0.15
50,0.00396,0.00011,0.1,0.15
50,0.01018,1e-05,0.1,0.15
50,0.10185,0,0.1,0.15
50,0.07091,0.00145,0.1,0.15
50,0.01478,0.00043,0.1,0.15
50,1e-05,0.00018,0.1,0.15
50,0.00365,4e-05,0.1,0.15
50,0.13627,0.00318,0.1,0.15
50,0.0254,5e-04,0.1,0.15
50,0.00664,0,0.1,0.15
50,0.09984,0.00021,0.1,0.15
50,0.00413,0.00022,0.1,0.15
50,0.07956,0.00181,0.1,0.15
50,0.00484,0.0076,0.1,0.15
50,0.01372,7e-05,0.1,0.15
50,0.00058,0.00033,0.1,0.15
50,0.01069,0.12717,0.1,0.15
50,0.10057,0,0.1,0.15
50,0.01958,0.00055,0.1,0.15
50,0.01196,0.00262,0.1,0.15
50,0.06825,0,0.1,0.15
50,0.00958,0,0.1,0.15
50,0.02237,4e-05,0.1,0.15
50,0.00254,0.20547,0.1,0.15
50,0.00049,0.00016,0.1,0.15
50,0.08995,1e-05,0.1,0.15
50,0.03057,1e-05,0.1,0.15
50,0.01354,0.00118,0.1,0.15
50,0.00266,2e-05,0.1,0.15
50,0.10612,0.00313,0.1,0.15
50,0.09238,1e-04,0.1,0.15
50,0.01341,0.00014,0.1,0.15
50,0.02782,0.02511,0.1,0.15
50,9e-04,0.01053,0.1,0.15
50,0.00662,0.00536,0.1,0.15
50,0.01931,0.00158,0.1,0.15
50,0.05287,0.00041,0.1,0.15
50,0.00015,0.12349,0.1,0.15
50,0.1037,0.02406,0.1,0.15
50,0.00403,0.00348,0.1,0.15
50,0.01089,0.00019,0.1,0.15
50,0.01832,0.00956,0.1,0.15
50,0.06287,0.01054,0.1,0.15
50,0.28752,0.00067,0.1,0.15
50,0.3465,0.0037,0.1,0.15
50,0.00766,0.00091,0.1,0.15
50,0.00178,0.00087,0.1,0.15
50,0.00232,0.00872,0.1,0.15
50,0.00212,0.00171,0.1,0.15
50,0.00082,0.00033,0.1,0.15
50,0.00017,0.41319,0.1,0.15
60,0.03537,1e-05,0.1,0.15
60,0.00012,0.00734,0.1,0.15
60,0.00872,0,0.1,0.15
60,0.02432,0.00012,0.1,0.15
60,0.00707,0.00036,0.1,0.15
60,0.00646,0.00116,0.1,0.15
60,0.42434,0.01882,0.1,0.15
60,0.00083,0,0.1,0.15
60,0,0,0.1,0.15
60,0.00036,0.00015,0.1,0.15
60,0.01209,0.14031,0.1,0.15
60,0.00677,0.01318,0.1,0.15
60,0.04093,0,0.1,0.15
60,0.00936,0.00826,0.1,0.15
60,0.07242,9e-05,0.1,0.15
60,0.0044,0.00777,0.1,0.15
60,0.00028,0.00049,0.1,0.15
60,4e-04,0.00392,0.1,0.15
60,0.12265,9e-04,0.1,0.15
60,0.00087,0.00697,0.1,0.15
60,0.0922,0.03328,0.1,0.15
60,0.05808,0.00501,0.1,0.15
60,0.08077,0.00028,0.1,0.15
60,0.00522,0.02446,0.1,0.15
60,0.02245,0.00149,0.1,0.15
60,0.00832,0,0.1,0.15
60,0.005,0,0.1,0.15
60,0.02271,0.00335,0.1,0.15
60,0.07484,0.05445,0.1,0.15
60,0.004,0.00012,0.1,0.15
60,0.02695,9e-05,0.1,0.15
60,0.00045,4e-05,0.1,0.15
60,0.0044,0.00346,0.1,0.15
60,0.00034,0.00018,0.1,0.15
60,0.00355,4e-05,0.1,0.15
60,0.01528,0.00288,0.1,0.15
60,7e-05,0.04104,0.1,0.15
60,0.05683,0.00029,0.1,0.15
60,1e-05,0.00012,0.1,0.15
60,0.04665,0.00471,0.1,0.15
60,0.00224,0,0.1,0.15
60,0.00062,0.00034,0.1,0.15
60,0.00028,0.01123,0.1,0.15
60,0.16316,0.00014,0.1,0.15
60,0.00754,0.00085,0.1,0.15
60,0.03252,0.00077,0.1,0.15
60,0.19862,0,0.1,0.15
60,0.01376,3e-05,0.1,0.15
60,0.01367,0.00305,0.1,0.15
60,0.06129,0.00032,0.1,0.15
60,0.00712,2e-05,0.1,0.15
60,0.00016,0.00011,0.1,0.15
60,0.00027,0.02623,0.1,0.15
60,0.00079,2e-05,0.1,0.15
60,0.06293,0.00102,0.1,0.15
60,0.01209,7e-05,0.1,0.15
60,0.00336,1e-05,0.1,0.15
60,0.05733,0,0.1,0.15
60,0.00253,0.00904,0.1,0.15
60,0.00045,0,0.1,0.15
60,0.03632,4e-05,0.1,0.15
60,0.00029,8e-04,0.1,0.15
60,0.00023,0,0.1,0.15
60,0.08067,3e-05,0.1,0.15
60,5e-04,0.01005,0.1,0.15
60,4e-05,0.00537,0.1,0.15
60,0.00054,0.00016,0.1,0.15
60,0.06093,0.00973,0.1,0.15
60,0.01256,0.01216,0.1,0.15
60,2e-05,2e-05,0.1,0.15
60,0.00021,0,0.1,0.15
60,0.00473,0.00597,0.1,0.15
60,0.00027,0.01746,0.1,0.15
60,0.03378,0.00988,0.1,0.15
60,0.02492,0.00621,0.1,0.15
60,0.00404,0.04494,0.1,0.15
60,0.01146,1e-05,0.1,0.15
60,0.08095,0,0.1,0.15
60,0.00024,0.00481,0.1,0.15
60,2e-05,0.00291,0.1,0.15
60,0,0.00032,0.1,0.15
60,0.0023,3e-05,0.1,0.15
60,0.19203,0.0075,0.1,0.15
60,0.00047,0.00268,0.1,0.15
60,0.01131,1e-05,0.1,0.15
60,3e-05,0.00029,0.1,0.15
60,0.09393,0,0.1,0.15
60,0.01396,0.0013,0.1,0.15
60,0.03822,2e-05,0.1,0.15
60,2e-05,1e-05,0.1,0.15
60,0.0302,0.00022,0.1,0.15
60,0.02708,0.01054,0.1,0.15
60,0.00185,0.00134,0.1,0.15
60,0.00662,7e-05,0.1,0.15
60,0.04009,0.00045,0.1,0.15
60,0.03112,0.01152,0.1,0.15
60,0.01373,0.00012,0.1,0.15
60,0.01057,0.00021,0.1,0.15
60,0.01043,0,0.1,0.15
60,0.04689,0.01602,0.1,0.15
60,0.00782,0,0.1,0.15
60,0.00036,0.00284,0.1,0.15
60,0.01078,0.00044,0.1,0.15
60,0.00776,2e-05,0.1,0.15
60,0.00895,0.00059,0.1,0.15
60,0.00914,1e-05,0.1,0.15
60,0.00032,0.00052,0.1,0.15
60,0.00106,6e-05,0.1,0.15
60,0.00624,0.00112,0.1,0.15
60,0.11019,0,0.1,0.15
60,0.00233,0.00673,0.1,0.15
60,0.00056,0.00097,0.1,0.15
60,0.10521,0.00305,0.1,0.15
60,0.58944,0.00011,0.1,0.15
60,0.00443,0,0.1,0.15
60,0.43245,8e-05,0.1,0.15
60,2e-05,0.01429,0.1,0.15
60,0.00059,0.00858,0.1,0.15
60,0.10943,0.00177,0.1,0.15
60,0.02221,0.00051,0.1,0.15
60,0.00235,4e-05,0.1,0.15
60,0.01354,0.00472,0.1,0.15
60,0.3552,0.00471,0.1,0.15
60,0.18061,0.00021,0.1,0.15
60,0.00234,0.00045,0.1,0.15
60,2e-05,3e-05,0.1,0.15
60,0.00532,0,0.1,0.15
60,1e-04,7e-05,0.1,0.15
60,0.00331,0.00031,0.1,0.15
60,0.81731,0,0.1,0.15
60,0.00253,0.05591,0.1,0.15
60,0.0207,0.00103,0.1,0.15
60,0.00259,0,0.1,0.15
60,0.01136,0.00321,0.1,0.15
60,9e-05,0,0.1,0.15
60,0.00056,0.00112,0.1,0.15
60,0.01225,0.01905,0.1,0.15
60,0.19672,0.00077,0.1,0.15
60,0.02352,0.01894,0.1,0.15
60,0.18377,0.00168,0.1,0.15
60,0.02104,0.00037,0.1,0.15
60,0.07691,0.00012,0.1,0.15
60,0.02904,0.04196,0.1,0.15
60,2e-05,2e-05,0.1,0.15
60,0.04469,0.00036,0.1,0.15
60,0.04302,0.00078,0.1,0.15
60,0.00051,1e-05,0.1,0.15
60,5e-05,0.01371,0.1,0.15
60,0.20199,0.00144,0.1,0.15
60,0.82186,0,0.1,0.15
60,0.00264,0.00035,0.1,0.15
60,0.42539,0.01796,0.1,0.15
60,0.01068,2e-04,0.1,0.15
60,0.01066,0.004,0.1,0.15
60,1e-05,0.00658,0.1,0.15
60,0.03391,4e-05,0.1,0.15
60,0.29504,0.00068,0.1,0.15
60,0.00308,0.00841,0.1,0.15
60,0.004,1e-05,0.1,0.15
60,0.01284,0.00017,0.1,0.15
60,0.01423,5e-05,0.1,0.15
60,4e-05,0.00071,0.1,0.15
60,0.30505,0.00012,0.1,0.15
60,0.00126,0.00251,0.1,0.15
60,0.0562,9e-05,0.1,0.15
60,0.00011,6e-05,0.1,0.15
60,0.00425,0.0092,0.1,0.15
60,0.00025,0.00996,0.1,0.15
60,0.00193,0.00185,0.1,0.15
60,0.06597,0.00153,0.1,0.15
60,0.00012,0.00024,0.1,0.15
60,0.05775,0.1511,0.1,0.15
60,0.01171,6e-05,0.1,0.15
60,0.03302,0.00099,0.1,0.15
60,0.00035,0.0041,0.1,0.15
60,0.02034,0.00117,0.1,0.15
60,0.00384,0.00093,0.1,0.15
60,0.00199,8e-04,0.1,0.15
60,0.00044,0.0116,0.1,0.15
60,0.00162,3e-05,0.1,0.15
60,0.00017,0.00437,0.1,0.15
60,0.17312,0.02694,0.1,0.15
60,0.00661,0.16964,0.1,0.15
60,0.0104,0.0234,0.1,0.15
60,0.00391,8e-05,0.1,0.15
60,0.02737,1e-04,0.1,0.15
60,0.02899,0.00209,0.1,0.15
60,0.00382,6e-05,0.1,0.15
60,0.01899,6e-05,0.1,0.15
60,0.00988,0,0.1,0.15
60,0.00045,0,0.1,0.15
60,0.00779,7e-05,0.1,0.15
60,0.00215,0.08818,0.1,0.15
60,0.17362,0,0.1,0.15
60,0.03818,0.00041,0.1,0.15
60,0.00086,0.00011,0.1,0.15
60,0.11786,0.12509,0.1,0.15
60,0.25054,0.00281,0.1,0.15
60,0.00317,0.00149,0.1,0.15
60,0.02264,0.00357,0.1,0.15
60,8e-04,0.00195,0.1,0.15
60,1e-04,0.00207,0.1,0.15
60,0.00057,5e-05,0.1,0.15
60,0.12257,0.01923,0.1,0.15
60,0.03183,0.00034,0.1,0.15
60,0.13933,0.03586,0.1,0.15
60,0.00921,0.00119,0.1,0.15
60,0.01915,0,0.1,0.15
60,0.00484,5e-05,0.1,0.15
60,5e-05,5e-05,0.1,0.15
60,1e-04,0.01748,0.1,0.15
60,0.00094,0.00016,0.1,0.15
60,0.00082,0.01972,0.1,0.15
60,0.00389,1e-05,0.1,0.15
60,7e-05,0.0175,0.1,0.15
60,0.06049,0.02814,0.1,0.15
60,0.02501,0.06002,0.1,0.15
60,0.03231,0.02231,0.1,0.15
60,0.17123,1e-05,0.1,0.15
60,0.48926,0.00029,0.1,0.15
60,0.01892,0.00453,0.1,0.15
60,0.00062,0.00151,0.1,0.15
60,0.00286,2e-05,0.1,0.15
60,0.00017,0.09177,0.1,0.15
60,0.24673,1e-05,0.1,0.15
60,0.00598,0.01165,0.1,0.15
60,0,0,0.1,0.15
60,0.09905,0.00068,0.1,0.15
60,0.00425,2e-04,0.1,0.15
60,0.0564,1e-05,0.1,0.15
60,0.00161,0.02405,0.1,0.15
60,0.05635,1e-05,0.1,0.15
60,0.0198,0.01198,0.1,0.15
60,0.13824,0,0.1,0.15
60,0.21662,0.00111,0.1,0.15
60,0.03778,0.06263,0.1,0.15
60,0.00059,0.00014,0.1,0.15
60,0.04877,0.00071,0.1,0.15
60,0.02635,0,0.1,0.15
60,0.02432,0,0.1,0.15
60,0.03773,0.22873,0.1,0.15
60,0.00489,0.00445,0.1,0.15
60,0.04718,5e-05,0.1,0.15
60,0.00556,0,0.1,0.15
60,0.00649,0.00011,0.1,0.15
60,0.07036,1e-05,0.1,0.15
60,0.15037,0.00011,0.1,0.15
60,0.00771,1e-05,0.1,0.15
60,0.07129,1e-05,0.1,0.15
60,0.04373,3e-05,0.1,0.15
60,0.10286,0.01317,0.1,0.15
60,0.00105,0.00209,0.1,0.15
60,0.00156,0.03699,0.1,0.15
60,0.00031,0.00063,0.1,0.15
60,0.0268,0.00018,0.1,0.15
60,0.03352,0.01143,0.1,0.15
60,0.03531,0,0.1,0.15
60,0.00108,0.07959,0.1,0.15
60,0.00447,0.04937,0.1,0.15
60,0.10441,4e-04,0.1,0.15
60,0.00172,0.00012,0.1,0.15
60,0.00134,1e-04,0.1,0.15
60,0.04868,0.00106,0.1,0.15
60,0.00031,0.00033,0.1,0.15
60,0.01708,7e-05,0.1,0.15
60,0.11898,0.0028,0.1,0.15
60,0.00803,0.00082,0.1,0.15
60,0.12251,0.00046,0.1,0.15
60,0.0392,0.0097,0.1,0.15
60,0.00025,0.00014,0.1,0.15
60,0.46078,0.13693,0.1,0.15
60,0.03265,1e-05,0.1,0.15
60,0.03825,0.01756,0.1,0.15
60,1e-05,0.00077,0.1,0.15
60,0.04233,0.00208,0.1,0.15
60,0.00171,3e-05,0.1,0.15
60,0.05269,8e-05,0.1,0.15
60,0.00047,0.00068,0.1,0.15
60,0.0011,0.00098,0.1,0.15
60,0.00015,0.00069,0.1,0.15
60,0.04453,0.01183,0.1,0.15
60,0.02914,0.00108,0.1,0.15
60,0.02739,0.00271,0.1,0.15
60,0.07978,0.00023,0.1,0.15
60,0.36216,5e-05,0.1,0.15
60,0.06409,2e-05,0.1,0.15
60,1e-05,0.02464,0.1,0.15
60,0.07361,0.00279,0.1,0.15
60,0.07762,0.00358,0.1,0.15
60,0.00177,0.0376,0.1,0.15
60,0.0013,0.30385,0.1,0.15
60,0.00817,0.00053,0.1,0.15
60,0.04554,0.00272,0.1,0.15
60,0.97428,0.00258,0.1,0.15
60,0.03803,1e-05,0.1,0.15
60,0.14003,0.03252,0.1,0.15
60,0.06173,0.00082,0.1,0.15
60,0.01449,0.04991,0.1,0.15
60,0.00798,7e-05,0.1,0.15
60,0.01231,0,0.1,0.15
60,0.03546,0.01516,0.1,0.15
60,0.00421,9e-05,0.1,0.15
60,1e-05,0.00327,0.1,0.15
60,0.40988,0.00115,0.1,0.15
60,0.0124,7e-05,0.1,0.15
60,0.41452,9e-05,0.1,0.15
60,0.01013,0.00028,0.1,0.15
60,0.00012,0.00171,0.1,0.15
60,3e-05,4e-05,0.1,0.15
60,0.00038,0.11955,0.1,0.15
60,0.03397,0.00024,0.1,0.15
60,0.01089,4e-05,0.1,0.15
60,0.08548,0,0.1,0.15
60,0.09672,0.00316,0.1,0.15
60,0.00382,0.00076,0.1,0.15
60,0.00011,6e-05,0.1,0.15
60,0.03237,0.06667,0.1,0.15
60,0.37212,0.00087,0.1,0.15
60,0.01804,0.00037,0.1,0.15
60,0.15899,0.00213,0.1,0.15
60,0.00134,0.00074,0.1,0.15
60,5e-05,0.00283,0.1,0.15
60,0.00534,0.00013,0.1,0.15
60,0.14637,7e-05,0.1,0.15
60,0.00335,0.00263,0.1,0.15
60,0.00023,0.28732,0.1,0.15
60,0.36061,0,0.1,0.15
60,0.00822,0.0057,0.1,0.15
60,0.08926,0.00457,0.1,0.15
60,0.00045,0.06886,0.1,0.15
60,0.00022,0.00057,0.1,0.15
60,0.03368,1e-05,0.1,0.15
60,0.00056,0.01697,0.1,0.15
60,0.03847,0.00324,0.1,0.15
60,0.00045,1e-05,0.1,0.15
60,0.07204,0.02746,0.1,0.15
60,0.01922,0.00889,0.1,0.15
60,0.00038,0.00222,0.1,0.15
60,0.06582,2e-05,0.1,0.15
60,0.00165,0.02758,0.1,0.15
60,0.0059,6e-05,0.1,0.15
60,0.00226,4e-05,0.1,0.15
60,0.0669,0.00254,0.1,0.15
60,0.23154,0,0.1,0.15
60,0.00865,0,0.1,0.15
60,0.02821,0.0048,0.1,0.15
60,0.00826,0.00229,0.1,0.15
60,0.00121,0.00071,0.1,0.15
60,0.11021,0.00707,0.1,0.15
60,0,0.00056,0.1,0.15
60,0.06724,0.00277,0.1,0.15
60,0.00641,0.02316,0.1,0.15
60,0.00024,0.00154,0.1,0.15
60,0.04335,0.06568,0.1,0.15
60,0.00013,0.00192,0.1,0.15
60,2e-04,0,0.1,0.15
60,0.004,0.00062,0.1,0.15
60,0.00967,0.00076,0.1,0.15
60,0.08036,0.00106,0.1,0.15
60,0.00457,1e-05,0.1,0.15
60,0.00101,0.00069,0.1,0.15
60,0.7893,0.00037,0.1,0.15
60,0.01045,2e-05,0.1,0.15
60,0.0031,1e-05,0.1,0.15
60,0.00019,0,0.1,0.15
60,0.00147,0,0.1,0.15
60,0.01017,0.00154,0.1,0.15
60,0.00279,2e-05,0.1,0.15
60,0.00808,9e-05,0.1,0.15
60,0.00024,0.04903,0.1,0.15
60,0.00278,0.00013,0.1,0.15
60,0.39287,0.0015,0.1,0.15
60,0.00028,0.00479,0.1,0.15
60,0.08404,0.01545,0.1,0.15
60,0.00198,0.00018,0.1,0.15
60,0.02181,2e-05,0.1,0.15
60,0.00086,0.02526,0.1,0.15
60,0.15103,0.01914,0.1,0.15
60,0.0012,3e-05,0.1,0.15
60,0.01242,3e-05,0.1,0.15
60,0.00208,0,0.1,0.15
60,0,0.00182,0.1,0.15
60,0.01273,0,0.1,0.15
60,0.00062,0.00024,0.1,0.15
60,0.00408,2e-05,0.1,0.15
60,0.00181,1e-05,0.1,0.15
60,0.00352,0,0.1,0.15
60,0.01119,1e-05,0.1,0.15
60,0.08185,1e-05,0.1,0.15
60,0.00958,0,0.1,0.15
60,0.00189,8e-05,0.1,0.15
60,0.00995,0,0.1,0.15
60,0.02328,0.02453,0.1,0.15
60,0.04097,0.00087,0.1,0.15
60,0.26894,0.00025,0.1,0.15
60,0.00032,6e-05,0.1,0.15
60,0.00227,0.00017,0.1,0.15
60,0.00164,0.00467,0.1,0.15
60,0.00436,0.01272,0.1,0.15
60,0.10731,6e-05,0.1,0.15
60,0.00249,0.00083,0.1,0.15
60,0.00222,0.00043,0.1,0.15
60,0.0122,0.06557,0.1,0.15
60,0.00338,0.00015,0.1,0.15
60,0.0388,0.01471,0.1,0.15
60,0.00111,0.00023,0.1,0.15
60,0.00559,0.0019,0.1,0.15
60,0.04904,0,0.1,0.15
60,0.2573,0,0.1,0.15
60,0.00419,0.00013,0.1,0.15
60,0.00121,2e-05,0.1,0.15
60,0.21218,0.02876,0.1,0.15
60,0.07405,0.00018,0.1,0.15
60,0.40045,0.00017,0.1,0.15
60,0.00067,0.0055,0.1,0.15
60,0.03135,0.00015,0.1,0.15
60,1e-05,0.01305,0.1,0.15
60,0.00133,0.00221,0.1,0.15
60,0.00016,0.00014,0.1,0.15
60,0.46984,4e-04,0.1,0.15
60,0.03079,0.00021,0.1,0.15
60,0.00029,0.00279,0.1,0.15
60,8e-05,0.00067,0.1,0.15
60,0.27959,0.00344,0.1,0.15
60,0.00193,0.00061,0.1,0.15
60,0.22857,0.00012,0.1,0.15
60,0,0.00615,0.1,0.15
60,0.00073,0,0.1,0.15
60,0.02589,0.00279,0.1,0.15
60,0.00013,0.00076,0.1,0.15
60,0.9015,1e-04,0.1,0.15
60,0.00265,0.01971,0.1,0.15
60,0.00437,0.00648,0.1,0.15
60,0.00059,0.00018,0.1,0.15
60,0.02856,0.0166,0.1,0.15
60,0.00737,0.03998,0.1,0.15
60,0.02397,0.02355,0.1,0.15
60,0.00159,0.00661,0.1,0.15
60,0.0773,0.00906,0.1,0.15
60,0.01912,0.00019,0.1,0.15
60,0.00162,0.00051,0.1,0.15
60,0.17556,0.00025,0.1,0.15
60,0.01754,0,0.1,0.15
60,0.03044,1e-05,0.1,0.15
60,0.00094,0.08381,0.1,0.15
60,0.00738,0.15088,0.1,0.15
60,1e-05,2e-05,0.1,0.15
60,0.00828,0.03158,0.1,0.15
60,0.00369,0.00253,0.1,0.15
60,0.00121,0,0.1,0.15
60,0.36943,0.00067,0.1,0.15
60,0.02881,0,0.1,0.15
60,0.03336,8e-05,0.1,0.15
60,0.00013,0.00085,0.1,0.15
60,0.00397,0.00118,0.1,0.15
60,0.13156,0,0.1,0.15
60,0.00014,0,0.1,0.15
60,3e-05,0.02345,0.1,0.15
60,0.00187,0.00017,0.1,0.15
60,0.09062,0,0.1,0.15
60,0.00093,0.06411,0.1,0.15
60,0.00172,0.00014,0.1,0.15
60,0.0038,0.00087,0.1,0.15
60,0.14414,0.04933,0.1,0.15
60,0.18234,0.01793,0.1,0.15
60,0.0022,3e-05,0.1,0.15
60,0.00525,0.00336,0.1,0.15
60,0.00096,0.00012,0.1,0.15
60,0.00016,0.00205,0.1,0.15
60,0.21153,0.01063,0.1,0.15
60,0.00264,5e-05,0.1,0.15
60,0.00078,1e-05,0.1,0.15
60,0.01214,0.00045,0.1,0.15
60,0.23128,1e-05,0.1,0.15
